Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est9,2016,545,117,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2016,95,70,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2016,130,73,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2016,105,58,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2016,105,58,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2016,75,47,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2016,75,44,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2016,4,2,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2016,55,56,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2016,25,40,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2016,30,44,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2016,110,60,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2016,105,59,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2016,4,14,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2016,1200,274,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,All,All
T9_est39,2016,1060,263,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2016,790,238,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2016,85,81,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2016,185,102,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2016,130,85,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2016,105,80,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2016,30,33,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2016,4,5,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2016,4,8,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2016,4,8,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2016,10,15,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2016,10,15,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2016,0,22,2012thru2016,050,05000US51127,New Kent County, Virginia,51,127,51127,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2016,9865,228,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Total,Total: Occupied housing units,All,All
T9_est2,2016,8735,310,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,All,All
T9_est3,2016,7840,305,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2016,6075,335,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2016,965,199,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2016,795,216,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2016,4,17,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2016,700,99,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2016,400,100,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2016,85,71,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2016,215,77,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2016,45,47,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2016,45,47,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2016,100,53,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2016,45,28,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2016,50,49,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2016,4,13,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2016,55,33,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2016,50,36,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2016,4,15,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2016,1130,259,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,All,All
T9_est39,2016,1020,254,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2016,730,229,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2016,170,84,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2016,120,85,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2016,85,65,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2016,25,26,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2016,60,61,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2016,4,16,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2016,4,16,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2016,15,30,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2016,4,5,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2016,15,28,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2016,0,22,2012thru2016,050,05000US51145,Powhatan County, Virginia,51,145,51145,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2016,88960,798,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Total,Total: Occupied housing units,All,All
T9_est2,2016,36830,858,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,All,All
T9_est3,2016,21370,561,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2016,16475,535,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2016,3045,350,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2016,1700,225,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2016,150,96,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2016,13795,683,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2016,8395,547,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2016,2850,372,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2016,2350,290,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2016,200,72,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2016,460,110,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2016,290,80,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2016,95,58,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2016,70,47,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2016,4,3,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2016,60,39,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2016,30,31,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2016,10,15,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2016,15,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2016,0,28,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2016,525,90,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2016,405,93,2012thru2016,050,05000US51760,Richmond city, Virginia,51,760,51760,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
